purchase_day_of_week,purchase_hour,is_weekend_order,estimated_delivery_days,customer_state,customer_city,seller_state,seller_city,seller_customer_same_state,seller_customer_same_city,product_category_name,product_weight_g,product_weight_kg,total_product_weight_g,total_product_weight_kg,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3,total_product_volume_cm3,product_weight_bucket,freight_value,freight_value_bucket,price,item_count,sla_breached
0,20,0,9.133113425925925,SP,santo andre,SP,sao paulo,1,0,esporte_lazer,500.0,0.5,500.0,0.5,25.0,15.0,25.0,9375.0,9375.0,0-500g,8.72,0-15,21.5,1,0
6,17,1,23.272974537037037,RS,sao leopoldo,SP,sao paulo,0,0,beleza_saude,755.0,0.755,755.0,0.755,29.0,14.0,23.0,9338.0,9338.0,500g-1kg,18.8,15-30,364.99,1,0
3,13,0,26.457175925925927,SP,amparo,SP,sao paulo,1,0,construcao_ferramentas_seguranca,300.0,0.3,300.0,0.3,16.0,10.0,11.0,1760.0,1760.0,0-500g,12.89,0-15,65.0,1,0
6,18,1,44.219664351851854,RJ,rio de janeiro,SP,itaquaquecetuba,0,0,moveis_escritorio,16133.0,16.133,16133.0,16.133,63.0,59.0,25.0,92925.0,92925.0,10kg+,40.14,30-60,179.9,1,0
5,10,1,16.549537037037037,SP,guarulhos,SP,sao paulo,1,0,papelaria,100.0,0.1,100.0,0.1,16.0,6.0,11.0,1056.0,1056.0,0-500g,7.39,0-15,8.7,1,0
2,17,0,20.27021990740741,SP,vera cruz,SP,serra negra,1,0,relogios_presentes,1150.0,1.15,1150.0,1.15,46.0,10.0,34.0,15640.0,15640.0,1-5kg,13.97,0-15,55.0,1,0
2,14,0,33.395127314814815,GO,paranaiguara,SP,ribeirao preto,0,0,esporte_lazer,350.0,0.35,350.0,0.35,17.0,17.0,17.0,4913.0,4913.0,0-500g,15.5,15-30,107.0,1,0
0,15,0,24.36491898148148,SP,indaiatuba,SC,garuva,0,0,artigos_de_natal,1800.0,1.8,1800.0,1.8,46.0,27.0,29.0,36018.0,36018.0,1-5kg,17.65,15-30,57.0,1,0
5,22,1,23.062094907407406,PR,ponta grossa,SP,riberao preto,0,0,esporte_lazer,407.0,0.407,407.0,0.407,20.0,17.0,18.0,6120.0,6120.0,0-500g,15.19,15-30,62.34,1,0
3,16,0,31.298217592592593,SP,boituva,PR,maringa,0,0,utilidades_domesticas,450.0,0.45,450.0,0.45,16.0,30.0,11.0,5280.0,5280.0,0-500g,13.65,0-15,44.0,1,0
4,19,0,17.176076388888887,SP,sao paulo,SP,piracicaba,1,0,beleza_saude,250.0,0.25,250.0,0.25,16.0,5.0,15.0,1200.0,1200.0,0-500g,8.11,0-15,29.9,1,0
0,20,0,45.15181712962963,RN,jardim do serido,SP,ibitinga,0,0,cama_mesa_banho,450.0,0.45,450.0,0.45,40.0,4.0,30.0,4800.0,4800.0,0-500g,35.67,30-60,31.9,1,0
5,17,1,59.26125,AM,humaita,SP,campinas,0,0,relogios_presentes,363.0,0.363,363.0,0.363,18.0,13.0,13.0,3042.0,3042.0,0-500g,51.81,30-60,155.97,1,0
0,20,0,28.13792824074074,ES,ecoporanga,MG,claudio,0,0,esporte_lazer,24550.0,24.55,24550.0,24.55,19.0,16.0,19.0,5776.0,5776.0,10kg+,110.04,100+,108.0,1,0
4,11,0,16.522777777777776,SP,guarulhos,SP,santo andre,1,0,perfumaria,400.0,0.4,400.0,0.4,18.0,11.0,20.0,3960.0,3960.0,0-500g,8.72,0-15,56.99,1,0
6,10,1,17.57409722222222,SP,suzano,SP,santos,1,0,telefonia,250.0,0.25,250.0,0.25,18.0,3.0,28.0,1512.0,1512.0,0-500g,10.96,0-15,49.0,1,0
2,12,0,19.459918981481483,RJ,santo antonio de padua,SP,sao paulo,0,0,fashion_bolsas_e_acessorios,300.0,0.3,300.0,0.3,16.0,16.0,12.0,3072.0,3072.0,0-500g,15.24,15-30,69.9,1,0
2,18,0,34.22606481481481,RS,pelotas,SP,riberao preto,0,0,ferramentas_jardim,1733.0,1.733,1733.0,1.733,22.0,21.0,19.0,8778.0,8778.0,1-5kg,17.98,15-30,104.36,1,0
2,0,0,22.996770833333333,SP,guarulhos,RJ,petropolis,0,0,perfumaria,500.0,0.5,500.0,0.5,20.0,20.0,30.0,12000.0,12000.0,0-500g,16.01,15-30,179.9,1,0
1,11,0,44.5140625,SE,aracaju,SP,sao paulo,0,0,market_place,500.0,0.5,500.0,0.5,33.0,6.0,22.0,4356.0,4356.0,0-500g,20.4,15-30,25.0,1,0
2,11,0,27.52513888888889,ES,serra,MG,belo horizonte,0,0,malas_acessorios,14000.0,14.0,14000.0,14.0,38.0,28.0,56.0,59584.0,59584.0,10kg+,17.54,15-30,299.9,1,0
4,20,0,33.15020833333333,SP,sao paulo,SP,sao carlos,1,0,esporte_lazer,150.0,0.15,150.0,0.15,16.0,6.0,11.0,1056.0,1056.0,0-500g,12.28,0-15,112.0,1,0
1,21,0,16.120034722222222,SP,sao paulo,SP,ibitinga,1,0,cama_mesa_banho,200.0,0.2,200.0,0.2,16.0,10.0,16.0,2560.0,2560.0,0-500g,12.79,0-15,19.9,1,0
5,14,1,12.391585648148148,SP,sao paulo,SP,sao paulo,1,1,beleza_saude,150.0,0.15,300.0,0.3,43.0,11.0,18.0,8514.0,17028.0,0-500g,15.56,15-30,39.8,2,0
5,15,1,26.365717592592592,ES,aracruz,SP,sao paulo,0,0,ferramentas_jardim,700.0,0.7,700.0,0.7,36.0,21.0,36.0,27216.0,27216.0,500g-1kg,17.87,15-30,89.18,1,0
2,20,0,29.138449074074074,TO,paraiso do tocantins,SP,sao jose dos campos,0,0,utilidades_domesticas,173.0,0.173,173.0,0.173,16.0,9.0,12.0,1728.0,1728.0,0-500g,79.88,60-100,29.9,1,0
5,18,1,23.248194444444444,RJ,rio de janeiro,SP,votuporanga,0,0,utilidades_domesticas,200.0,0.2,200.0,0.2,16.0,4.0,11.0,704.0,704.0,0-500g,14.52,0-15,8.5,1,0
2,19,0,25.184641203703702,PR,lapa,SP,piracicaba,0,0,cama_mesa_banho,1050.0,1.05,1050.0,1.05,38.0,10.0,38.0,14440.0,14440.0,1-5kg,23.28,15-30,99.9,1,0
2,10,0,28.54744212962963,RS,sao lourenco do sul,BA,lauro de freitas,0,0,pcs,2600.0,2.6,2600.0,2.6,16.0,31.0,39.0,19344.0,19344.0,1-5kg,60.76,60-100,1200.0,1,0
3,12,0,27.472083333333334,MG,ouro preto,SP,sao paulo,0,0,eletrodomesticos,350.0,0.35,350.0,0.35,16.0,35.0,25.0,14000.0,14000.0,0-500g,17.28,15-30,217.35,1,0
3,15,0,33.37201388888889,MG,carmo do paranaiba,SP,itaquaquecetuba,0,0,moveis_escritorio,12160.0,12.16,24320.0,24.32,56.0,51.0,28.0,79968.0,159936.0,10kg+,87.4,60-100,353.92,2,0
1,19,0,19.20412037037037,SP,sao paulo,SP,santana de parnaiba,1,0,unknown,350.0,0.35,350.0,0.35,16.0,4.0,11.0,704.0,704.0,0-500g,8.3,0-15,149.0,1,0
1,13,0,20.430381944444445,SC,tijucas,SP,braganca paulista,0,0,beleza_saude,150.0,0.15,150.0,0.15,18.0,8.0,13.0,1872.0,1872.0,0-500g,15.26,15-30,156.0,1,0
4,11,0,33.508715277777775,MG,governador valadares,MG,belo horizonte,1,0,informatica_acessorios,200.0,0.2,200.0,0.2,41.0,2.0,29.0,2378.0,2378.0,0-500g,13.47,0-15,25.52,1,0
0,21,0,21.117604166666666,SP,santo andre,SP,ibitinga,1,0,cama_mesa_banho,400.0,0.4,400.0,0.4,16.0,10.0,16.0,2560.0,2560.0,0-500g,11.85,0-15,27.99,1,0
3,16,0,45.31697916666667,RJ,rio de janeiro,SP,franca,0,0,papelaria,6700.0,6.7,6700.0,6.7,40.0,20.0,50.0,40000.0,40000.0,5-10kg,44.36,30-60,111.99,1,0
1,12,0,2.4754050925925926,SP,sao paulo,SP,sao paulo,1,1,livros_tecnicos,213.0,0.213,213.0,0.213,21.0,2.0,14.0,588.0,588.0,0-500g,7.39,0-15,14.95,1,1
1,16,0,7.3092245370370375,SP,sao paulo,SP,sao paulo,1,1,informatica_acessorios,450.0,0.45,450.0,0.45,16.0,4.0,20.0,1280.0,1280.0,0-500g,8.65,0-15,69.99,1,0
4,18,0,19.24050925925926,SP,ferraz de vasconcelos,SP,ibitinga,1,0,cama_mesa_banho,2000.0,2.0,2000.0,2.0,45.0,10.0,34.0,15300.0,15300.0,1-5kg,13.81,0-15,113.0,1,0
1,16,0,16.308599537037036,SP,itaquaquecetuba,PR,sao jose dos pinhais,0,0,ferramentas_jardim,3900.0,3.9,3900.0,3.9,32.0,32.0,20.0,20480.0,20480.0,1-5kg,21.54,15-30,99.9,1,0
1,1,0,27.924270833333335,DF,brasilia,RS,farroupilha,0,0,automotivo,1100.0,1.1,1100.0,1.1,24.0,18.0,18.0,7776.0,7776.0,1-5kg,38.35,30-60,114.0,1,0
4,17,0,46.276122685185186,RN,santa cruz,SP,itaquaquecetuba,0,0,moveis_decoracao,10667.0,10.667,10667.0,10.667,58.0,58.0,19.0,63916.0,63916.0,10kg+,102.81,100+,166.94,1,0
0,22,0,24.04810185185185,PR,curitiba,PR,maringa,1,0,informatica_acessorios,180.0,0.18,180.0,0.18,17.0,10.0,13.0,2210.0,2210.0,0-500g,12.9,0-15,109.9,1,1
3,22,0,21.06334490740741,MG,itajuba,SP,sao paulo,0,0,automotivo,1250.0,1.25,1250.0,1.25,16.0,21.0,15.0,5040.0,5040.0,1-5kg,13.03,0-15,99.0,1,0
2,14,0,29.394756944444445,MG,uberlandia,SP,jau,0,0,esporte_lazer,2350.0,2.35,4700.0,4.7,20.0,20.0,20.0,8000.0,16000.0,1-5kg,41.96,30-60,139.8,2,0
3,14,0,19.40678240740741,SP,itapira,SP,sao bernardo do campo,1,0,instrumentos_musicais,3750.0,3.75,3750.0,3.75,18.0,30.0,27.0,14580.0,14580.0,1-5kg,20.29,15-30,315.0,1,0
4,18,0,27.210150462962964,PR,curitiba,SP,campo limpo paulista,0,0,relogios_presentes,250.0,0.25,250.0,0.25,40.0,10.0,25.0,10000.0,10000.0,0-500g,20.84,15-30,19.9,1,0
4,13,0,19.45800925925926,SP,mogi mirim,SP,sao paulo,1,0,ferramentas_jardim,3250.0,3.25,3250.0,3.25,32.0,14.0,22.0,9856.0,9856.0,1-5kg,17.6,15-30,126.99,1,0
1,15,0,23.351412037037036,PE,recife,SP,sao paulo,0,0,moveis_decoracao,3700.0,3.7,3700.0,3.7,30.0,30.0,30.0,27000.0,27000.0,1-5kg,27.45,15-30,145.0,1,0
3,14,0,26.37872685185185,SP,lucelia,SP,campo limpo paulista,1,0,papelaria,6550.0,6.55,6550.0,6.55,38.0,30.0,28.0,31920.0,31920.0,5-10kg,13.92,0-15,129.0,1,0
6,21,1,24.119085648148147,SP,sao paulo,SP,jacarei,1,0,construcao_ferramentas_construcao,641.0,0.641,641.0,0.641,21.0,12.0,17.0,4284.0,4284.0,500g-1kg,9.58,0-15,94.5,1,0
4,4,0,17.82929398148148,SP,sao jose do rio preto,SP,sao paulo,1,0,agro_industria_e_comercio,550.0,0.55,550.0,0.55,16.0,16.0,16.0,4096.0,4096.0,500g-1kg,13.83,0-15,35.0,1,0
1,23,0,27.01877314814815,GO,formosa,RJ,rio de janeiro,0,0,esporte_lazer,200.0,0.2,200.0,0.2,20.0,10.0,15.0,3000.0,3000.0,0-500g,17.87,15-30,204.0,1,0
0,15,0,21.33533564814815,RJ,rio de janeiro,RS,porto alegre,0,0,consoles_games,350.0,0.35,350.0,0.35,20.0,20.0,20.0,8000.0,8000.0,0-500g,16.92,15-30,34.9,1,1
6,20,1,30.15659722222222,MG,bicas,SP,santo andre,0,0,perfumaria,350.0,0.35,700.0,0.7,21.5,13.0,17.5,4891.25,9585.0,0-500g,30.3,30-60,113.98,2,0
3,0,0,21.979814814814816,SP,aluminio,SP,santo andre,1,0,beleza_saude,100.0,0.1,100.0,0.1,20.0,15.0,15.0,4500.0,4500.0,0-500g,10.96,0-15,19.99,1,0
2,16,0,21.329618055555557,SP,sao paulo,PR,maringa,0,0,informatica_acessorios,233.0,0.233,233.0,0.233,16.0,14.0,15.0,3360.0,3360.0,0-500g,14.13,0-15,144.9,1,0
1,18,0,2.2095717592592594,SP,sao paulo,SP,sao paulo,1,1,construcao_ferramentas_iluminacao,500.0,0.5,500.0,0.5,35.0,14.0,23.0,11270.0,11270.0,0-500g,8.37,0-15,30.0,1,0
2,14,0,12.416307870370371,RJ,rio de janeiro,RJ,rio de janeiro,1,1,cool_stuff,2035.0,2.035,4070.0,4.07,27.0,13.0,15.0,5265.0,10530.0,1-5kg,26.74,15-30,153.96,2,0
1,14,0,21.38138888888889,SP,sorocaba,SC,blumenau,0,0,relogios_presentes,500.0,0.5,500.0,0.5,16.0,2.0,11.0,352.0,352.0,0-500g,16.11,15-30,34.9,1,0
3,21,0,21.086631944444445,SP,santo andre,SP,sao paulo,1,0,beleza_saude,150.0,0.15,150.0,0.15,20.0,24.0,33.0,15840.0,15840.0,0-500g,7.48,0-15,32.0,1,0
3,21,0,17.106331018518517,RJ,petropolis,MG,belo horizonte,0,0,beleza_saude,1614.0,1.614,1614.0,1.614,31.0,16.0,28.0,13888.0,13888.0,1-5kg,22.93,15-30,35.9,1,0
0,19,0,14.167546296296296,PR,curitiba,PR,curitiba,1,1,esporte_lazer,400.0,0.4,400.0,0.4,21.0,16.0,16.0,5376.0,5376.0,0-500g,9.09,0-15,69.9,1,0
6,19,1,39.20392361111111,SP,sao paulo,PR,curitiba,0,0,moveis_decoracao,2500.0,2.5,2500.0,2.5,40.0,10.0,30.0,12000.0,12000.0,1-5kg,23.24,15-30,99.9,1,0
0,14,0,31.40386574074074,RJ,petropolis,SP,sao paulo,0,0,utilidades_domesticas,5950.0,5.95,17850.0,17.85,33.0,26.0,33.0,28314.0,84942.0,5-10kg,84.12,60-100,840.0,3,0
2,11,0,29.5096875,PR,tunas do parana,SC,joinville,0,0,cama_mesa_banho,6450.0,6.45,6450.0,6.45,60.0,14.0,38.0,31920.0,31920.0,5-10kg,17.87,15-30,89.0,1,0
2,17,0,22.279074074074074,SP,rio claro,SP,campo limpo paulista,1,0,papelaria,6150.0,6.15,6150.0,6.15,60.0,20.0,29.0,34800.0,34800.0,5-10kg,13.71,0-15,99.0,1,0
5,9,1,11.609930555555556,SP,osasco,SP,sao paulo,1,0,cool_stuff,1050.0,1.05,1050.0,1.05,36.0,24.0,22.0,19008.0,19008.0,1-5kg,11.64,0-15,144.99,1,0
4,13,0,24.4334375,MG,uberlandia,SP,piracicaba,0,0,cama_mesa_banho,1800.0,1.8,1800.0,1.8,46.0,3.0,34.0,4692.0,4692.0,1-5kg,18.09,15-30,119.9,1,0
1,15,0,22.373425925925925,SP,riolandia,SP,mogi guacu,1,0,moveis_escritorio,10850.0,10.85,10850.0,10.85,58.0,28.0,58.0,94192.0,94192.0,10kg+,44.1,30-60,319.9,1,0
1,9,0,26.62148148148148,SP,sao paulo,RS,porto alegre,0,0,unknown,150.0,0.15,300.0,0.3,16.0,7.0,13.0,1456.0,2912.0,0-500g,28.76,15-30,179.96,2,0
3,16,0,19.33247685185185,MG,belo horizonte,MG,borda da mata,1,0,malas_acessorios,650.0,0.65,650.0,0.65,46.0,10.0,34.0,15640.0,15640.0,500g-1kg,13.61,0-15,78.9,1,0
2,14,0,22.4040625,MG,belo horizonte,MG,uberlandia,1,0,moveis_decoracao,200.0,0.2,400.0,0.4,16.0,2.0,11.0,352.0,704.0,0-500g,26.94,15-30,23.98,2,0
5,12,1,32.46578703703704,SP,sao paulo,SP,sao paulo,1,1,automotivo,800.0,0.8,800.0,0.8,25.0,25.0,25.0,15625.0,15625.0,500g-1kg,9.06,0-15,100.59,1,0
3,20,0,7.141712962962963,SP,sao paulo,SP,sao bernardo do campo,1,0,esporte_lazer,175.0,0.175,175.0,0.175,17.0,10.0,13.0,2210.0,2210.0,0-500g,7.39,0-15,46.99,1,0
6,18,1,17.208738425925926,SP,maua,SP,guarulhos,1,0,automotivo,6400.0,6.4,6400.0,6.4,63.0,11.0,63.0,43659.0,43659.0,5-10kg,18.47,15-30,169.0,1,0
6,21,1,38.09891203703704,PA,altamira,MG,uba,0,0,moveis_decoracao,13000.0,13.0,13000.0,13.0,82.0,6.0,82.0,40344.0,40344.0,10kg+,206.5,100+,169.9,1,0
4,11,0,20.515833333333333,MG,belo horizonte,SP,serra negra,0,0,cool_stuff,9350.0,9.35,9350.0,9.35,50.0,28.0,40.0,56000.0,56000.0,5-10kg,24.79,15-30,315.0,1,0
0,20,0,14.149618055555555,SP,sao paulo,SP,tanabi,1,0,utilidades_domesticas,14000.0,14.0,14000.0,14.0,44.0,33.0,36.0,52272.0,52272.0,10kg+,31.82,30-60,279.99,1,0
6,20,1,29.133761574074075,RS,caxias do sul,SP,santo andre,0,0,perfumaria,400.0,0.4,400.0,0.4,20.0,11.0,11.0,2420.0,2420.0,0-500g,15.15,15-30,56.99,1,0
3,14,0,26.37795138888889,GO,campos belos,SP,ribeirao preto,0,0,esporte_lazer,467.0,0.467,467.0,0.467,46.0,11.0,14.0,7084.0,7084.0,0-500g,17.43,15-30,239.0,1,0
4,11,0,17.515138888888888,SP,sao paulo,SP,salto,1,0,utilidades_domesticas,200.0,0.2,200.0,0.2,16.0,6.0,12.0,1152.0,1152.0,0-500g,7.87,0-15,18.9,1,0
1,10,0,20.549537037037037,SP,brodowski,SP,sao paulo,1,0,cama_mesa_banho,1850.0,1.85,7400.0,7.4,70.0,17.0,50.0,59500.0,238000.0,1-5kg,55.64,30-60,508.0,4,0
4,12,0,30.478414351851853,SP,santo andre,MG,araxa,0,0,papelaria,7200.0,7.2,7200.0,7.2,43.0,23.0,33.0,32637.0,32637.0,5-10kg,27.6,15-30,299.9,1,0
2,21,0,32.12417824074074,MG,oliveira,SP,jacarei,0,0,informatica_acessorios,175.0,0.175,175.0,0.175,20.0,20.0,20.0,8000.0,8000.0,0-500g,16.01,15-30,180.0,1,0
2,9,0,25.6225,MS,paranaiba,SP,sao jose dos campos,0,0,informatica_acessorios,825.0,0.825,825.0,0.825,29.0,14.0,20.0,8120.0,8120.0,500g-1kg,18.2,15-30,349.0,1,0
5,20,1,11.137083333333333,SP,sorocaba,SP,jales,1,0,moveis_decoracao,2600.0,2.6,10400.0,10.4,17.0,17.0,60.0,17340.0,69360.0,1-5kg,69.92,60-100,199.6,4,0
2,18,0,14.235925925925926,SP,sao paulo,SP,salto,1,0,pet_shop,300.0,0.3,300.0,0.3,24.0,12.0,12.0,3456.0,3456.0,0-500g,8.27,0-15,22.9,1,0
3,18,0,20.224479166666665,DF,brasilia,SP,diadema,0,0,relogios_presentes,757.0,0.757,757.0,0.757,19.0,14.0,15.0,3990.0,3990.0,500g-1kg,19.65,15-30,492.0,1,0
2,17,0,28.27787037037037,MS,paranaiba,SP,santo andre,0,0,beleza_saude,100.0,0.1,100.0,0.1,20.0,15.0,15.0,4500.0,4500.0,0-500g,15.1,15-30,19.99,1,0
5,11,1,32.50150462962963,RJ,niteroi,SP,sao jose do rio preto,0,0,moveis_decoracao,500.0,0.5,1000.0,1.0,30.0,16.0,26.0,12480.0,24960.0,0-500g,30.22,30-60,30.9,2,0
1,20,0,29.148020833333334,SP,sao paulo,SP,sao paulo,1,1,pet_shop,7050.0,7.05,7050.0,7.05,50.0,21.0,21.0,22050.0,22050.0,5-10kg,14.62,0-15,49.9,1,0
3,10,0,24.57810185185185,SP,franco da rocha,PR,rolandia,0,0,moveis_decoracao,30000.0,30.0,30000.0,30.0,65.0,45.0,65.0,190125.0,190125.0,10kg+,95.23,60-100,79.99,1,0
3,21,0,26.114432870370372,DF,brasilia,SP,jales,0,0,moveis_decoracao,600.0,0.6,1800.0,1.8,17.0,17.0,17.0,4913.0,14739.0,500g-1kg,48.33,30-60,149.7,3,0
6,12,1,21.46,PR,toledo,SP,sao paulo,0,0,perfumaria,225.0,0.225,225.0,0.225,21.0,12.0,18.0,4536.0,4536.0,0-500g,15.23,15-30,69.0,1,0
1,9,0,19.591064814814814,RJ,sao goncalo,SP,ibitinga,0,0,cama_mesa_banho,700.0,0.7,700.0,0.7,45.0,15.0,30.0,20250.0,20250.0,500g-1kg,19.53,15-30,80.0,1,0
4,23,0,27.03670138888889,BA,salvador,SP,itaquaquecetuba,0,0,automotivo,550.0,0.55,550.0,0.55,33.0,27.0,26.0,23166.0,23166.0,500g-1kg,25.05,15-30,199.99,1,0
0,11,0,16.533657407407407,SP,sao paulo,SP,guarulhos,1,0,utilidades_domesticas,300.0,0.3,300.0,0.3,40.0,5.0,40.0,8000.0,8000.0,0-500g,17.63,15-30,28.9,1,1
1,22,0,30.068761574074074,PE,olinda,SP,sao paulo,0,0,informatica_acessorios,100.0,0.1,100.0,0.1,16.0,4.0,14.0,896.0,896.0,0-500g,17.63,15-30,18.99,1,1
4,22,0,25.04957175925926,MG,betim,SP,sao paulo,0,0,beleza_saude,1350.0,1.35,1350.0,1.35,26.0,18.0,11.0,5148.0,5148.0,1-5kg,16.82,15-30,81.9,1,0
1,15,0,26.33996527777778,SP,conchal,PR,maringa,0,0,informatica_acessorios,200.0,0.2,200.0,0.2,21.0,14.0,15.0,4410.0,4410.0,0-500g,15.8,15-30,149.9,1,1
3,23,0,26.001585648148147,RS,porto alegre,SP,itatiba,0,0,bebes,6600.0,6.6,6600.0,6.6,45.0,25.0,35.0,39375.0,39375.0,5-10kg,16.6,15-30,50.0,1,1
4,20,0,9.141828703703704,SP,sao paulo,SP,salto,1,0,utilidades_domesticas,300.0,0.3,300.0,0.3,16.0,5.0,12.0,960.0,960.0,0-500g,7.45,0-15,26.9,1,0
2,8,0,27.644768518518518,RJ,rio de janeiro,SP,pedreira,0,0,utilidades_domesticas,950.0,0.95,950.0,0.95,45.0,20.0,25.0,22500.0,22500.0,500g-1kg,15.11,15-30,29.9,1,0
6,11,1,18.504050925925927,SP,sao paulo,MG,araguari,0,0,brinquedos,147.0,0.147,147.0,0.147,14.0,10.0,12.0,1680.0,1680.0,0-500g,18.33,15-30,64.99,1,0
1,22,0,21.047962962962963,RJ,niteroi,SC,florianopolis,0,0,utilidades_domesticas,1000.0,1.0,1000.0,1.0,30.0,15.0,25.0,11250.0,11250.0,500g-1kg,17.06,15-30,29.9,1,0
0,17,0,27.283912037037037,SP,sao paulo,SP,sao paulo,1,1,audio,100.0,0.1,100.0,0.1,19.0,4.0,11.0,836.0,836.0,0-500g,8.72,0-15,34.99,1,0
4,8,0,4.627893518518518,SP,sao paulo,SP,indaiatuba,1,0,bebes,371.0,0.371,371.0,0.371,26.0,4.0,26.0,2704.0,2704.0,0-500g,9.54,0-15,112.3,1,0
5,13,1,23.443391203703705,MG,uba,SP,sao paulo,0,0,esporte_lazer,375.0,0.375,375.0,0.375,23.0,23.0,23.0,12167.0,12167.0,0-500g,15.1,15-30,24.9,1,0
1,16,0,23.29252314814815,SP,santa cruz do rio pardo,SP,sao paulo,1,0,moveis_decoracao,417.0,0.417,417.0,0.417,21.0,21.0,22.0,9702.0,9702.0,0-500g,11.03,0-15,59.9,1,0
0,9,0,15.593645833333333,RS,bage,RS,santo angelo,1,0,cool_stuff,1400.0,1.4,1400.0,1.4,22.0,29.0,13.0,8294.0,8294.0,1-5kg,19.04,15-30,598.8,1,0
1,14,0,29.395590277777778,PE,salgueiro,SP,sao paulo,0,0,malas_acessorios,18050.0,18.05,18050.0,18.05,75.0,20.0,50.0,75000.0,75000.0,10kg+,77.08,60-100,294.99,1,0
3,14,0,27.37928240740741,PR,curitiba,SP,sumare,0,0,relogios_presentes,363.0,0.363,363.0,0.363,18.0,13.0,13.0,3042.0,3042.0,0-500g,16.19,15-30,348.8,1,0
3,20,0,21.13079861111111,MG,varginha,SP,ibitinga,0,0,cama_mesa_banho,2900.0,2.9,2900.0,2.9,45.0,15.0,35.0,23625.0,23625.0,1-5kg,15.1,15-30,50.4,1,0
5,16,1,19.319652777777776,SP,lupercio,SP,sao bernardo do campo,1,0,utilidades_domesticas,500.0,0.5,500.0,0.5,25.0,25.0,25.0,15625.0,15625.0,0-500g,11.85,0-15,19.9,1,0
3,11,0,24.512083333333333,SP,sao paulo,PR,arapongas,0,0,bebes,9400.0,9.4,9400.0,9.4,75.0,15.0,50.0,56250.0,56250.0,5-10kg,14.5,0-15,109.9,1,0
0,13,0,22.455416666666668,SP,jaguariuna,GO,goiania,0,0,utilidades_domesticas,2841.0,2.841,2841.0,2.841,40.0,23.0,26.0,23920.0,23920.0,1-5kg,19.94,15-30,179.0,1,0
3,9,0,32.615706018518516,SC,capinzal,SP,sao paulo,0,0,telefonia,300.0,0.3,300.0,0.3,17.0,4.0,12.0,816.0,816.0,0-500g,15.1,15-30,29.99,1,0
5,20,1,18.145613425925927,SP,campinas,SP,ibitinga,1,0,cama_mesa_banho,900.0,0.9,2700.0,2.7,40.0,15.0,30.0,18000.0,54000.0,500g-1kg,46.38,30-60,140.97,3,0
0,11,0,17.536828703703705,SP,jandira,SP,sao paulo,1,0,telefonia,250.0,0.25,250.0,0.25,17.0,4.0,12.0,816.0,816.0,0-500g,7.78,0-15,43.99,1,0
1,9,0,9.623796296296296,SP,americana,SP,limeira,1,0,eletronicos,300.0,0.3,300.0,0.3,16.0,5.0,20.0,1600.0,1600.0,0-500g,9.94,0-15,59.99,1,0
6,17,1,38.28269675925926,RJ,rio de janeiro,PR,maringa,0,0,informatica_acessorios,207.0,0.207,207.0,0.207,19.0,11.0,14.0,2926.0,2926.0,0-500g,22.33,15-30,88.0,1,0
2,13,0,21.417951388888888,SP,santa cruz das palmeiras,SP,campo limpo paulista,1,0,papelaria,1500.0,1.5,1500.0,1.5,60.0,20.0,29.0,34800.0,34800.0,1-5kg,13.64,0-15,89.0,1,0
4,15,0,32.338368055555556,PR,colombo,SP,itaquaquecetuba,0,0,moveis_escritorio,16133.0,16.133,96798.0,96.798,63.0,59.0,25.0,92925.0,557550.0,10kg+,348.84000000000003,100+,1055.4,6,0
2,15,0,26.365590277777777,PR,paranavai,PR,curitiba,1,0,automotivo,650.0,0.65,1300.0,1.3,23.5,15.5,18.0,6556.5,13872.0,500g-1kg,29.28,15-30,79.89,2,0
3,15,0,28.337962962962962,RS,dom feliciano,SP,sao paulo,0,0,malas_acessorios,18050.0,18.05,18050.0,18.05,75.0,20.0,50.0,75000.0,75000.0,10kg+,74.69,60-100,248.99,1,0
2,0,0,4.986782407407407,SP,sao paulo,SP,guarulhos,1,0,brinquedos,550.0,0.55,550.0,0.55,52.0,12.0,16.0,9984.0,9984.0,500g-1kg,8.37,0-15,29.9,1,0
3,13,0,18.437627314814815,SP,sao paulo,SP,itaquaquecetuba,1,0,moveis_escritorio,10475.0,10.475,10475.0,10.475,52.0,51.0,17.0,45084.0,45084.0,10kg+,21.49,15-30,119.99,1,1
3,20,0,18.15054398148148,SP,sao paulo,SP,ibitinga,1,0,cama_mesa_banho,825.0,0.825,825.0,0.825,25.0,18.0,40.0,18000.0,18000.0,500g-1kg,12.74,0-15,56.99,1,0
2,19,0,13.173958333333333,SP,sao jose dos campos,SP,sao paulo,1,0,moveis_decoracao,950.0,0.95,1900.0,1.9,20.0,35.0,20.0,14000.0,28000.0,500g-1kg,18.68,15-30,76.8,2,0
5,16,1,31.29665509259259,BA,salvador,SP,sao jose dos campos,0,0,informatica_acessorios,1217.0,1.217,1217.0,1.217,27.0,22.0,25.0,14850.0,14850.0,1-5kg,19.22,15-30,235.92,1,0
3,16,0,21.298738425925926,MG,belo horizonte,SP,salto,0,0,utilidades_domesticas,350.0,0.35,350.0,0.35,22.0,8.0,19.0,3344.0,3344.0,0-500g,15.12,15-30,52.9,1,0
